sample_id,start,end,visible_clusters,cluster_logits,active_cluster,window_status,av_sync_evidence,quality_flag
-egA8-b7-3M$_$16,2.75,3.25,[0],"{""0"":-2.566555619239807}",,no_active,neutral,
-egA8-b7-3M$_$16,3.0,3.5,[0],"{""0"":-2.2105305194854736}",,no_active,neutral,
-egA8-b7-3M$_$16,3.25,3.75,[0],"{""0"":-2.0591487884521484}",,no_active,neutral,
-egA8-b7-3M$_$16,3.5,4.0,[0],"{""0"":-1.9981449842453003}",,no_active,neutral,
-egA8-b7-3M$_$16,3.75,4.25,[0],"{""0"":-1.9506690502166748}",,no_active,neutral,
-egA8-b7-3M$_$16,4.0,4.5,[0],"{""0"":-1.8024072647094727}",,no_active,neutral,
-egA8-b7-3M$_$16,4.25,4.75,[0],"{""0"":-1.9123339653015137}",,no_active,neutral,
-egA8-b7-3M$_$16,4.5,5.0,[0],"{""0"":-2.298386573791504}",,no_active,neutral,
-egA8-b7-3M$_$16,4.75,5.25,[0],"{""0"":-2.4571945667266846}",,no_active,neutral,
-egA8-b7-3M$_$16,5.0,5.5,[0],"{""0"":-2.6428191661834717}",,no_active,neutral,
-egA8-b7-3M$_$16,5.25,5.533333333333333,[0],"{""0"":-2.5616989135742188}",,no_active,neutral,
-egA8-b7-3M$_$16,5.5,5.533333333333333,[0],"{""0"":null}",,no_active,neutral,
-egA8-b7-3M$_$17,0.0,0.5,[0],"{""0"":-2.2966108322143555}",,no_active,neutral,
-egA8-b7-3M$_$17,0.25,0.75,[0],"{""0"":-2.073486328125}",,no_active,neutral,
-egA8-b7-3M$_$17,0.5,1.0,[0],"{""0"":-1.2105785608291626}",,no_active,neutral,
-egA8-b7-3M$_$17,0.75,1.25,[0],"{""0"":-0.9447944462299347}",,no_active,neutral,
-egA8-b7-3M$_$17,1.0,1.5,[0],"{""0"":-0.5588838458061218}",,no_active,neutral,
-egA8-b7-3M$_$17,1.25,1.75,[0],"{""0"":-0.34610438346862793}",,no_active,neutral,
-egA8-b7-3M$_$17,1.5,2.0,[0],"{""0"":-0.5320086479187012}",,no_active,neutral,
-egA8-b7-3M$_$17,1.75,2.25,[0],"{""0"":-1.7560063600540161}",,no_active,neutral,
-egA8-b7-3M$_$17,2.0,2.5,[0],"{""0"":-3.061138391494751}",,no_active,neutral,
-egA8-b7-3M$_$17,2.25,2.75,[0],"{""0"":-3.197535514831543}",,no_active,neutral,
-egA8-b7-3M$_$17,2.5,3.0,[0],"{""0"":-3.162266492843628}",,no_active,neutral,
-egA8-b7-3M$_$17,2.75,3.25,[0],"{""0"":-2.5755722522735596}",,no_active,neutral,
-egA8-b7-3M$_$17,3.0,3.5,[0],"{""0"":-2.153731107711792}",,no_active,neutral,
-egA8-b7-3M$_$17,3.25,3.75,[0],"{""0"":-1.5032377243041992}",,no_active,neutral,
-egA8-b7-3M$_$17,3.5,4.0,[0],"{""0"":-1.2738019227981567}",,no_active,neutral,
-egA8-b7-3M$_$17,3.75,4.25,[0],"{""0"":-1.354581594467163}",,no_active,neutral,
-egA8-b7-3M$_$17,4.0,4.5,[0],"{""0"":-1.979047179222107}",,no_active,neutral,
-egA8-b7-3M$_$17,4.25,4.75,[0],"{""0"":-2.518120527267456}",,no_active,neutral,
-egA8-b7-3M$_$17,4.5,5.0,[0],"{""0"":-2.5857441425323486}",,no_active,neutral,
-egA8-b7-3M$_$17,4.75,5.25,[0],"{""0"":-2.5860776901245117}",,no_active,neutral,
-egA8-b7-3M$_$17,5.0,5.5,[0],"{""0"":-2.5279295444488525}",,no_active,neutral,
-egA8-b7-3M$_$17,5.25,5.75,[0],"{""0"":-2.460768938064575}",,no_active,neutral,
-egA8-b7-3M$_$17,5.5,6.0,[0],"{""0"":-1.9531854391098022}",,no_active,neutral,
-egA8-b7-3M$_$17,5.75,6.25,[0],"{""0"":-1.4007307291030884}",,no_active,neutral,
-egA8-b7-3M$_$17,6.0,6.5,[0],"{""0"":-1.7010549306869507}",,no_active,neutral,
-egA8-b7-3M$_$17,6.25,6.75,[0],"{""0"":-2.2505290508270264}",,no_active,neutral,
-egA8-b7-3M$_$17,6.5,7.0,[0],"{""0"":-2.6204793453216553}",,no_active,neutral,
-egA8-b7-3M$_$17,6.75,7.25,[0],"{""0"":-2.5716028213500977}",,no_active,neutral,
-egA8-b7-3M$_$17,7.0,7.266666666666667,[0],"{""0"":-2.3939634561538696}",,no_active,neutral,
-egA8-b7-3M$_$17,7.25,7.266666666666667,[0],"{""0"":null}",,no_active,neutral,
-egA8-b7-3M$_$18,0.0,0.5,[0],"{""0"":-2.658369302749634}",,no_active,neutral,
-egA8-b7-3M$_$18,0.25,0.75,[0],"{""0"":-2.485609292984009}",,no_active,neutral,
-egA8-b7-3M$_$18,0.5,1.0,[0],"{""0"":-2.279927968978882}",,no_active,neutral,
-egA8-b7-3M$_$18,0.75,1.25,[0],"{""0"":-2.008110761642456}",,no_active,neutral,
-egA8-b7-3M$_$18,1.0,1.5,[0],"{""0"":-2.135040760040283}",,no_active,neutral,
-egA8-b7-3M$_$18,1.25,1.75,[0],"{""0"":-2.57427978515625}",,no_active,neutral,
-egA8-b7-3M$_$18,1.5,2.0,[0],"{""0"":-2.422175168991089}",,no_active,neutral,
-egA8-b7-3M$_$18,1.75,2.25,[0],"{""0"":-1.9815881252288818}",,no_active,neutral,
-egA8-b7-3M$_$18,2.0,2.5,[0],"{""0"":-1.4047991037368774}",,no_active,neutral,
-egA8-b7-3M$_$18,2.25,2.75,[0],"{""0"":-1.0614526271820068}",,no_active,neutral,
-egA8-b7-3M$_$18,2.5,3.0,[0],"{""0"":-1.0474363565444946}",,no_active,neutral,
-egA8-b7-3M$_$18,2.75,3.25,[0],"{""0"":-1.3295451402664185}",,no_active,neutral,
-egA8-b7-3M$_$18,3.0,3.5,[0],"{""0"":-1.904951572418213}",,no_active,neutral,
-egA8-b7-3M$_$18,3.25,3.75,[0],"{""0"":-2.322725534439087}",,no_active,neutral,
-egA8-b7-3M$_$18,3.5,4.0,[0],"{""0"":-2.492511034011841}",,no_active,neutral,
-egA8-b7-3M$_$18,3.75,4.25,[0],"{""0"":-2.5265694856643677}",,no_active,neutral,
-egA8-b7-3M$_$18,4.0,4.5,[0],"{""0"":-2.394536256790161}",,no_active,neutral,
-egA8-b7-3M$_$18,4.25,4.75,[0],"{""0"":-2.4226698875427246}",,no_active,neutral,
-egA8-b7-3M$_$18,4.5,5.0,[0],"{""0"":-2.4367291927337646}",,no_active,neutral,
-egA8-b7-3M$_$18,4.75,5.25,[0],"{""0"":-2.041441798210144}",,no_active,neutral,
-egA8-b7-3M$_$18,5.0,5.5,[0],"{""0"":-1.90156090259552}",,no_active,neutral,
-egA8-b7-3M$_$18,5.25,5.75,[0],"{""0"":-1.8049646615982056}",,no_active,neutral,
-egA8-b7-3M$_$18,5.5,6.0,[0],"{""0"":-1.7511414289474487}",,no_active,neutral,
-egA8-b7-3M$_$18,5.75,6.25,[0],"{""0"":-2.0288164615631104}",,no_active,neutral,
-egA8-b7-3M$_$18,6.0,6.5,[0],"{""0"":-2.1379382610321045}",,no_active,neutral,
-egA8-b7-3M$_$18,6.25,6.75,[0],"{""0"":-1.7620162963867188}",,no_active,neutral,
-egA8-b7-3M$_$18,6.5,7.0,[0],"{""0"":-1.7620162963867188}",,no_active,neutral,
-egA8-b7-3M$_$18,6.75,7.25,[0],"{""0"":-1.6919597387313843}",,no_active,neutral,
-egA8-b7-3M$_$18,7.0,7.5,[0],"{""0"":-1.707468867301941}",,no_active,neutral,
-egA8-b7-3M$_$18,7.25,7.75,[0],"{""0"":-1.8219537734985352}",,no_active,neutral,
-egA8-b7-3M$_$18,7.5,8.0,[0],"{""0"":-1.9005194902420044}",,no_active,neutral,
-egA8-b7-3M$_$18,7.75,8.25,[0],"{""0"":-2.4419243335723877}",,no_active,neutral,
-egA8-b7-3M$_$18,8.0,8.366666666666667,[0],"{""0"":-2.383261561393738}",,no_active,neutral,
-egA8-b7-3M$_$18,8.25,8.366666666666667,[0],"{""0"":null}",,no_active,neutral,
-egA8-b7-3M$_$20,0.0,0.5,[0],"{""0"":-2.6331140995025635}",,no_active,neutral,
-egA8-b7-3M$_$20,0.25,0.75,[0],"{""0"":-2.5970704555511475}",,no_active,neutral,
-egA8-b7-3M$_$20,0.5,1.0,[0],"{""0"":-2.351271390914917}",,no_active,neutral,
-egA8-b7-3M$_$20,0.75,1.25,[0],"{""0"":-2.219999670982361}",,no_active,neutral,
-egA8-b7-3M$_$20,1.0,1.5,[0],"{""0"":-2.1722981929779053}",,no_active,neutral,
-egA8-b7-3M$_$20,1.25,1.75,[0],"{""0"":-2.4790122509002686}",,no_active,neutral,
-egA8-b7-3M$_$20,1.5,2.0,[0],"{""0"":-2.527446746826172}",,no_active,neutral,
-egA8-b7-3M$_$20,1.75,2.25,[0],"{""0"":-2.453119397163391}",,no_active,neutral,
-egA8-b7-3M$_$20,2.0,2.5,[0],"{""0"":-2.391993284225464}",,no_active,neutral,
-egA8-b7-3M$_$20,2.25,2.75,[0],"{""0"":-2.2358558177948}",,no_active,neutral,
-egA8-b7-3M$_$20,2.5,3.0,[0],"{""0"":-2.1950559616088867}",,no_active,neutral,
-egA8-b7-3M$_$20,2.75,3.25,[0],"{""0"":-2.0133397579193115}",,no_active,neutral,
-egA8-b7-3M$_$20,3.0,3.5,[0],"{""0"":-2.2463018894195557}",,no_active,neutral,
-egA8-b7-3M$_$20,3.25,3.75,[0],"{""0"":-2.950777053833008}",,no_active,neutral,
-egA8-b7-3M$_$20,3.5,4.0,[0],"{""0"":-2.745347738265991}",,no_active,neutral,
-egA8-b7-3M$_$20,3.75,4.25,[0],"{""0"":-2.228406071662903}",,no_active,neutral,
-egA8-b7-3M$_$20,4.0,4.5,[0],"{""0"":-2.232696294784546}",,no_active,neutral,
-egA8-b7-3M$_$20,4.25,4.75,[0],"{""0"":-2.232696294784546}",,no_active,neutral,
-egA8-b7-3M$_$20,4.5,5.0,[0],"{""0"":-2.110325574874878}",,no_active,neutral,
-egA8-b7-3M$_$20,4.75,5.25,[0],"{""0"":-2.0862643718719482}",,no_active,neutral,
-egA8-b7-3M$_$20,5.0,5.5,[0],"{""0"":-2.0760867595672607}",,no_active,neutral,
-egA8-b7-3M$_$20,5.25,5.75,[0],"{""0"":-2.0760867595672607}",,no_active,neutral,
-egA8-b7-3M$_$20,5.5,6.0,[0],"{""0"":-2.1287882328033447}",,no_active,neutral,
-egA8-b7-3M$_$20,5.75,6.25,[0],"{""0"":-2.4084315299987793}",,no_active,neutral,
-egA8-b7-3M$_$20,6.0,6.5,[0],"{""0"":-2.98153018951416}",,no_active,neutral,
-egA8-b7-3M$_$20,6.25,6.633333333333333,[0],"{""0"":-2.9499404430389404}",,no_active,neutral,
-egA8-b7-3M$_$20,6.5,6.633333333333333,[0],"{""0"":null}",,no_active,neutral,
-egA8-b7-3M$_$26,0.0,0.5,[0],"{""0"":-1.9186185598373413}",,no_active,neutral,
-egA8-b7-3M$_$26,0.25,0.75,[0],"{""0"":-1.9123402833938599}",,no_active,neutral,
-egA8-b7-3M$_$26,0.5,1.0,[0],"{""0"":-1.8435769081115723}",,no_active,neutral,
-egA8-b7-3M$_$26,0.75,1.25,[0],"{""0"":-2.114781618118286}",,no_active,neutral,
-egA8-b7-3M$_$26,1.0,1.5,[0],"{""0"":-2.2181262969970703}",,no_active,neutral,
-egA8-b7-3M$_$26,1.25,1.75,[0],"{""0"":-2.161837339401245}",,no_active,neutral,
-egA8-b7-3M$_$26,1.5,2.0,[0],"{""0"":-2.132347583770752}",,no_active,neutral,
-egA8-b7-3M$_$26,1.75,2.25,[0],"{""0"":-2.2672847509384155}",,no_active,neutral,
-egA8-b7-3M$_$26,2.0,2.5,[0],"{""0"":-2.287966728210449}",,no_active,neutral,
-egA8-b7-3M$_$26,2.25,2.75,[0],"{""0"":-2.3469955921173096}",,no_active,neutral,
-egA8-b7-3M$_$26,2.5,3.0,[0],"{""0"":-2.480292797088623}",,no_active,neutral,
-egA8-b7-3M$_$26,2.75,3.25,[0],"{""0"":-1.9635397791862488}",,no_active,neutral,
-egA8-b7-3M$_$26,3.0,3.5,[0],"{""0"":-1.7422595024108887}",,no_active,neutral,
-egA8-b7-3M$_$26,3.25,3.75,[0],"{""0"":-1.7397960424423218}",,no_active,neutral,
-egA8-b7-3M$_$26,3.5,4.0,[0],"{""0"":-1.7514458894729614}",,no_active,neutral,
-egA8-b7-3M$_$26,3.75,4.25,[0],"{""0"":-1.8529832363128662}",,no_active,neutral,
-egA8-b7-3M$_$26,4.0,4.5,[0],"{""0"":-2.323892831802368}",,no_active,neutral,
-egA8-b7-3M$_$26,4.25,4.75,[0],"{""0"":-2.508502721786499}",,no_active,neutral,
-egA8-b7-3M$_$26,4.5,5.0,[0],"{""0"":-2.508502721786499}",,no_active,neutral,
-egA8-b7-3M$_$26,4.75,5.25,[0],"{""0"":-2.3490982055664062}",,no_active,neutral,
-egA8-b7-3M$_$26,5.0,5.5,[0],"{""0"":-2.4994118213653564}",,no_active,neutral,
-egA8-b7-3M$_$26,5.25,5.75,[0],"{""0"":-3.116572380065918}",,no_active,neutral,
-egA8-b7-3M$_$26,5.5,6.0,[0],"{""0"":-3.1286120414733887}",,no_active,neutral,
-egA8-b7-3M$_$26,5.75,6.0,[0],"{""0"":-3.0842056274414062}",,no_active,neutral,
-egA8-b7-3M$_$6,0.0,0.5,[0],"{""0"":-2.1890804767608643}",,no_active,neutral,
-egA8-b7-3M$_$6,0.25,0.75,[0],"{""0"":-2.003713846206665}",,no_active,neutral,
-egA8-b7-3M$_$6,0.5,1.0,[0],"{""0"":-1.868563175201416}",,no_active,neutral,
-egA8-b7-3M$_$6,0.75,1.25,[0],"{""0"":-1.876366913318634}",,no_active,neutral,
-egA8-b7-3M$_$6,1.0,1.5,[0],"{""0"":-1.7591296434402466}",,no_active,neutral,
-egA8-b7-3M$_$6,1.25,1.75,[0],"{""0"":-1.7071455717086792}",,no_active,neutral,
-egA8-b7-3M$_$6,1.5,2.0,[0],"{""0"":-1.3965667486190796}",,no_active,neutral,
-egA8-b7-3M$_$6,1.75,2.25,[0],"{""0"":-0.954713374376297}",,no_active,neutral,
-egA8-b7-3M$_$6,2.0,2.5,[0],"{""0"":-0.8474252820014954}",,no_active,neutral,
-egA8-b7-3M$_$6,2.25,2.75,[0],"{""0"":-1.0203440189361572}",,no_active,neutral,
-egA8-b7-3M$_$6,2.5,3.0,[0],"{""0"":-1.278266191482544}",,no_active,neutral,
-egA8-b7-3M$_$6,2.75,3.25,[0],"{""0"":-1.7443814277648926}",,no_active,neutral,
-egA8-b7-3M$_$6,3.0,3.5,[0],"{""0"":-1.7871657609939575}",,no_active,neutral,
-egA8-b7-3M$_$6,3.25,3.75,[0],"{""0"":-1.299444317817688}",,no_active,neutral,
-egA8-b7-3M$_$6,3.5,4.0,[0],"{""0"":-0.8803669810295105}",,no_active,neutral,
-egA8-b7-3M$_$6,3.75,4.25,[0],"{""0"":-0.8614201545715332}",,no_active,neutral,
-egA8-b7-3M$_$6,4.0,4.5,[0],"{""0"":-1.8077853918075562}",,no_active,neutral,
-egA8-b7-3M$_$6,4.25,4.75,[0],"{""0"":-1.996805191040039}",,no_active,neutral,
-egA8-b7-3M$_$6,4.5,5.0,[0],"{""0"":-1.7827578783035278}",,no_active,neutral,
-egA8-b7-3M$_$6,4.75,5.25,[0],"{""0"":-1.5963945984840393}",,no_active,neutral,
-egA8-b7-3M$_$6,5.0,5.5,[0],"{""0"":-2.1778130531311035}",,no_active,neutral,
-egA8-b7-3M$_$6,5.25,5.75,[0],"{""0"":-2.4872617721557617}",,no_active,neutral,
-egA8-b7-3M$_$6,5.5,6.0,[0],"{""0"":-2.5946810245513916}",,no_active,neutral,
-egA8-b7-3M$_$6,5.75,6.233333333333333,[0],"{""0"":-2.5802767276763916}",,no_active,neutral,
-egA8-b7-3M$_$6,6.0,6.233333333333333,[0],"{""0"":-2.438351035118103}",,no_active,neutral,
-egA8-b7-3M$_$9,0.0,0.5,[0],"{""0"":-2.5138394832611084}",,no_active,neutral,
-egA8-b7-3M$_$9,0.25,0.75,[0],"{""0"":-2.439865827560425}",,no_active,neutral,
-egA8-b7-3M$_$9,0.5,1.0,[0],"{""0"":-2.413935661315918}",,no_active,neutral,
-egA8-b7-3M$_$9,0.75,1.25,[0],"{""0"":-2.0665725469589233}",,no_active,neutral,
-egA8-b7-3M$_$9,1.0,1.5,[0],"{""0"":-1.8070038557052612}",,no_active,neutral,
-egA8-b7-3M$_$9,1.25,1.75,[0],"{""0"":-1.822279453277588}",,no_active,neutral,
-egA8-b7-3M$_$9,1.5,2.0,[0],"{""0"":-2.003146171569824}",,no_active,neutral,
-egA8-b7-3M$_$9,1.75,2.25,[0],"{""0"":-1.9722399711608887}",,no_active,neutral,
-egA8-b7-3M$_$9,2.0,2.5,[0],"{""0"":-2.0449140071868896}",,no_active,neutral,
-egA8-b7-3M$_$9,2.25,2.75,[0],"{""0"":-2.415907621383667}",,no_active,neutral,
-egA8-b7-3M$_$9,2.5,3.0,[0],"{""0"":-2.3326499462127686}",,no_active,neutral,
-egA8-b7-3M$_$9,2.75,3.25,[0],"{""0"":-2.2291566133499146}",,no_active,neutral,
-egA8-b7-3M$_$9,3.0,3.5,[0],"{""0"":-2.259587287902832}",,no_active,neutral,
-egA8-b7-3M$_$9,3.25,3.75,[0],"{""0"":-2.387144088745117}",,no_active,neutral,
-egA8-b7-3M$_$9,3.5,4.0,[0],"{""0"":-2.5449411869049072}",,no_active,neutral,
-egA8-b7-3M$_$9,3.75,4.25,[0],"{""0"":-2.525992751121521}",,no_active,neutral,
-egA8-b7-3M$_$9,4.0,4.5,[0],"{""0"":-2.768278121948242}",,no_active,neutral,
-egA8-b7-3M$_$9,4.25,4.75,[0],"{""0"":-3.3582868576049805}",,no_active,neutral,
-egA8-b7-3M$_$9,4.5,5.0,[0],"{""0"":-3.3803870677948}",,no_active,neutral,
-egA8-b7-3M$_$9,4.75,5.066666666666666,[0],"{""0"":-3.2583866119384766}",,no_active,neutral,
-egA8-b7-3M$_$9,5.0,5.066666666666666,[0],"{""0"":null}",,no_active,neutral,
-hnBHBN8p5A$_$6,0.0,0.5,[0],"{""0"":-2.5957794189453125}",,no_active,neutral,
-hnBHBN8p5A$_$6,0.25,0.75,[0],"{""0"":-2.2619500160217285}",,no_active,neutral,
-hnBHBN8p5A$_$6,0.5,1.0,[0],"{""0"":-1.6945488452911377}",,no_active,neutral,
-hnBHBN8p5A$_$6,0.75,1.25,[0],"{""0"":null}",,no_active,neutral,
-hnBHBN8p5A$_$6,1.0,1.5,[0],"{""0"":-2.1655356884002686}",,no_active,neutral,
-hnBHBN8p5A$_$6,1.25,1.75,[0],"{""0"":-1.8073159456253052}",,no_active,neutral,
-hnBHBN8p5A$_$6,1.5,2.0,[0],"{""0"":-2.1414709091186523}",,no_active,neutral,
-hnBHBN8p5A$_$6,1.75,2.25,[0],"{""0"":-2.5066890716552734}",,no_active,neutral,
-hnBHBN8p5A$_$6,2.0,2.5,[0],"{""0"":-2.9499045610427856}",,no_active,neutral,
-hnBHBN8p5A$_$6,2.25,2.75,[0],"{""0"":-3.2883012294769287}",,no_active,neutral,
-hnBHBN8p5A$_$6,2.5,3.0,[0],"{""0"":-3.417416572570801}",,no_active,neutral,
-hnBHBN8p5A$_$6,2.75,3.25,[0],"{""0"":-3.428725004196167}",,no_active,neutral,
-hnBHBN8p5A$_$6,3.0,3.5,[0],"{""0"":-3.1577930450439453}",,no_active,neutral,
-hnBHBN8p5A$_$6,3.25,3.75,"[0,1]","{""0"":-2.80531907081604,""1"":-0.8708023726940155}",,no_active,neutral,
-hnBHBN8p5A$_$6,3.5,4.0,[1],"{""1"":-0.8591632843017578}",,no_active,neutral,
-hnBHBN8p5A$_$6,3.75,4.25,[1],"{""1"":-0.9609308242797852}",,no_active,neutral,
-hnBHBN8p5A$_$6,4.0,4.5,"[1,2]","{""1"":-1.4111689329147339,""2"":-1.2318548560142517}",,no_active,neutral,
-hnBHBN8p5A$_$6,4.25,4.75,[2],"{""2"":-1.2318548560142517}",,no_active,neutral,
-hnBHBN8p5A$_$6,4.5,5.0,[2],"{""2"":-1.1663812398910522}",,no_active,neutral,
-hnBHBN8p5A$_$6,4.75,5.25,[],{},,missing,neutral,
-hnBHBN8p5A$_$6,5.0,5.5,[],{},,missing,neutral,
-hnBHBN8p5A$_$6,5.25,5.75,[],{},,missing,neutral,
-hnBHBN8p5A$_$6,5.5,6.0,[],{},,missing,neutral,
-hnBHBN8p5A$_$6,5.75,6.25,[3],"{""3"":null}",,no_active,neutral,
-hnBHBN8p5A$_$6,6.0,6.381377777777778,[3],"{""3"":null}",,no_active,neutral,
-hnBHBN8p5A$_$6,6.25,6.381377777777778,[],{},,missing,neutral,
-hnBHBN8p5A$_$7,0.0,0.5,[0],"{""0"":-1.4335330724716187}",,no_active,neutral,
-hnBHBN8p5A$_$7,0.25,0.75,"[0,1]","{""0"":null,""1"":-1.6834229230880737}",,no_active,neutral,
-hnBHBN8p5A$_$7,0.5,1.0,[1],"{""1"":-1.678762435913086}",,no_active,neutral,
-hnBHBN8p5A$_$7,0.75,1.25,"[1,3]","{""1"":-1.5695761442184448,""3"":-1.0625774264335632}",,no_active,neutral,
-hnBHBN8p5A$_$7,1.0,1.5,[3],"{""3"":-1.0923015475273132}",,no_active,neutral,
-hnBHBN8p5A$_$7,1.25,1.75,[3],"{""3"":-1.7256861925125122}",,no_active,neutral,
-hnBHBN8p5A$_$7,1.5,2.0,[3],"{""3"":-1.8522887229919434}",,no_active,neutral,
-hnBHBN8p5A$_$7,1.75,2.25,[3],"{""3"":-1.919592022895813}",,no_active,neutral,
-hnBHBN8p5A$_$7,2.0,2.5,[],{},,missing,neutral,
-hnBHBN8p5A$_$7,2.25,2.75,[],{},,missing,neutral,
-hnBHBN8p5A$_$7,2.5,3.0,[],{},,missing,neutral,
-hnBHBN8p5A$_$7,2.75,3.25,[],{},,missing,neutral,
-hnBHBN8p5A$_$7,3.0,3.5,[1],"{""1"":-0.7516589760780334}",,no_active,neutral,
-hnBHBN8p5A$_$7,3.25,3.75,[1],"{""1"":-2.146817207336426}",,no_active,neutral,
-hnBHBN8p5A$_$7,3.5,4.0,[1],"{""1"":-2.253731608390808}",,no_active,neutral,
-hnBHBN8p5A$_$7,3.75,4.25,[1],"{""1"":-2.5099833011627197}",,no_active,neutral,
-hnBHBN8p5A$_$7,4.0,4.5,[1],"{""1"":-2.4920833110809326}",,no_active,neutral,
-hnBHBN8p5A$_$7,4.25,4.75,[1],"{""1"":-2.302029252052307}",,no_active,neutral,
-hnBHBN8p5A$_$7,4.5,5.0,[1],"{""1"":-2.3675267696380615}",,no_active,neutral,
-hnBHBN8p5A$_$7,4.75,5.25,[1],"{""1"":-2.405588388442993}",,no_active,neutral,
-hnBHBN8p5A$_$7,5.0,5.5,"[1,2]","{""1"":null,""2"":null}",,no_active,neutral,
-hnBHBN8p5A$_$7,5.25,5.75,[2],"{""2"":null}",,no_active,neutral,
-hnBHBN8p5A$_$7,5.5,6.0,[1],"{""1"":-2.419032573699951}",,no_active,neutral,
-hnBHBN8p5A$_$7,5.75,6.25,[1],"{""1"":-2.6856186389923096}",,no_active,neutral,
-hnBHBN8p5A$_$7,6.0,6.5,[1],"{""1"":-3.052750825881958}",,no_active,neutral,
-hnBHBN8p5A$_$7,6.25,6.75,[1],"{""1"":-3.127004384994507}",,no_active,neutral,
-hnBHBN8p5A$_$7,6.5,7.0,[1],"{""1"":-2.498482823371887}",,no_active,neutral,
-hnBHBN8p5A$_$7,6.75,7.25,[1],"{""1"":-1.6441311836242676}",,no_active,neutral,
-hnBHBN8p5A$_$7,7.0,7.3406666666666665,[1],"{""1"":-1.2036329507827759}",,no_active,neutral,
-hnBHBN8p5A$_$7,7.25,7.3406666666666665,[1],"{""1"":-1.0019503831863403}",,no_active,neutral,
-iRBcNs9oI8$_$3,0.0,0.5,[0],"{""0"":-0.07059141993522644}",,no_active,neutral,
-iRBcNs9oI8$_$3,0.25,0.75,[0],"{""0"":0.9380755424499512}",0,verified,support,
-iRBcNs9oI8$_$3,0.5,1.0,[0],"{""0"":1.1825098991394043}",0,verified,support,
-iRBcNs9oI8$_$3,0.75,1.25,[0],"{""0"":0.3663434088230133}",0,verified,support,
-iRBcNs9oI8$_$3,1.0,1.5,[0],"{""0"":0.036412209272384644}",0,verified,support,
-iRBcNs9oI8$_$3,1.25,1.75,[0],"{""0"":-0.53920578956604}",,no_active,neutral,
-iRBcNs9oI8$_$3,1.5,2.0,[0],"{""0"":-0.6507302522659302}",,no_active,neutral,
-iRBcNs9oI8$_$3,1.75,2.25,[0],"{""0"":0.309675469994545}",0,verified,support,
-iRBcNs9oI8$_$3,2.0,2.5,[0],"{""0"":0.39699065685272217}",0,verified,support,
-iRBcNs9oI8$_$3,2.25,2.75,[0],"{""0"":-0.6221461296081543}",,no_active,neutral,
-iRBcNs9oI8$_$3,2.5,3.0,[0],"{""0"":-0.9243065714836121}",,no_active,neutral,
-iRBcNs9oI8$_$3,2.75,3.25,[0],"{""0"":-0.8998377323150635}",,no_active,neutral,
-iRBcNs9oI8$_$3,3.0,3.5,[0],"{""0"":-0.6091743111610413}",,no_active,neutral,
-iRBcNs9oI8$_$3,3.25,3.75,[0],"{""0"":-0.20320236682891846}",,no_active,neutral,
-iRBcNs9oI8$_$3,3.5,4.0,[0],"{""0"":-0.2798689305782318}",,no_active,neutral,
-iRBcNs9oI8$_$3,3.75,4.25,[0],"{""0"":0.021104933694005013}",0,verified,support,
-iRBcNs9oI8$_$3,4.0,4.5,[0],"{""0"":0.23192261159420013}",0,verified,support,
-iRBcNs9oI8$_$3,4.25,4.75,[0],"{""0"":0.28367042541503906}",0,verified,support,
-iRBcNs9oI8$_$3,4.5,5.0,[0],"{""0"":0.2628450393676758}",0,verified,support,
-iRBcNs9oI8$_$3,4.75,5.25,[0],"{""0"":0.46396517753601074}",0,verified,support,
-iRBcNs9oI8$_$3,5.0,5.5,[0],"{""0"":0.3844520151615143}",0,verified,support,
-iRBcNs9oI8$_$3,5.25,5.605600000000001,[0],"{""0"":0.018710661679506302}",0,verified,support,
-iRBcNs9oI8$_$3,5.5,5.605600000000001,[0],"{""0"":-0.21189574897289276}",,no_active,neutral,
-iRBcNs9oI8$_$6,0.0,0.5,[0],"{""0"":0.7474146485328674}",0,verified,support,
-iRBcNs9oI8$_$6,0.25,0.75,[0],"{""0"":0.8695290684700012}",0,verified,support,
-iRBcNs9oI8$_$6,0.5,1.0,[0],"{""0"":0.42337581515312195}",0,verified,support,
-iRBcNs9oI8$_$6,0.75,1.25,[0],"{""0"":0.2296847179532051}",0,verified,support,
-iRBcNs9oI8$_$6,1.0,1.5,[0],"{""0"":0.4966367483139038}",0,verified,support,
-iRBcNs9oI8$_$6,1.25,1.75,[0],"{""0"":0.7797942161560059}",0,verified,support,
-iRBcNs9oI8$_$6,1.5,2.0,[0],"{""0"":0.5565969944000244}",0,verified,support,
-iRBcNs9oI8$_$6,1.75,2.25,[0],"{""0"":0.3089365214109421}",0,verified,support,
-iRBcNs9oI8$_$6,2.0,2.5,[0],"{""0"":0.2325039952993393}",0,verified,support,
-iRBcNs9oI8$_$6,2.25,2.75,[0],"{""0"":-0.0997425988316536}",,no_active,neutral,
-iRBcNs9oI8$_$6,2.5,2.8695333333333335,[0],"{""0"":-0.1482919678092003}",,no_active,neutral,
-iRBcNs9oI8$_$6,2.75,2.8695333333333335,[0],"{""0"":-0.2736617773771286}",,no_active,neutral,
-iRBcNs9oI8$_$7,0.0,0.5,[0],"{""0"":0.023426184430718422}",0,verified,conflict,talknet_av_sync_conflict
